gene,n_grid,n_pathogenic_grid,n_benign_grid,protein_length,ESM-2 150M AUROC,ESM-2 650M AUROC,ESM-1b 650M AUROC,CaLM AUROC,ESM-2 150M + 650M AUROC,ESM-2 150M + 650M weight_second,ESM-2 650M + ESM-1b 650M AUROC,ESM-2 650M + ESM-1b 650M weight_second,ESM-2 650M + CaLM AUROC,ESM-2 650M + CaLM weight_second,ESM-2 150M + CaLM AUROC,ESM-2 150M + CaLM weight_second,ESM-1b 650M + CaLM AUROC,ESM-1b 650M + CaLM weight_second,650M_minus_150M,150M650M_minus_650M,650M1b_minus_650M,650MCaLM_minus_650M,1bCaLM_minus_1b,650MCaLM_minus_150M650M,650MCaLM_minus_650M1b,codon_dependency_index,delta_delta_auroc,independent_calm_minus_650m,inverse_variance_weight,n_bayes,n_pathogenic_bayes,n_benign_bayes,optimizer,esm2_calm_weight,esm2_calm_auc,esm2_150m_650m_weight_second,esm2_150m_650m_auc,esm1b_calm_weight,esm1b_calm_auc,esm2_650m_auc,esm1b_650m_auc,calm_auc,esm2_cross_modal_gain,esm2_cross_modal_advantage,esm2_gain_over_protein,esm1b_gain_over_protein,esm2_independent_calm_signal,esm1b_independent_calm_signal,n_objective_evals,esm2_calm_weight_bayes_minus_grid,cross_modal_gain_bayes_minus_grid,cross_modal_advantage_bayes_minus_grid
ITGB2,13,7,6,769,0.9047619047619048,1.0,1.0,0.7619047619047619,1.0,0.8200000000000001,1.0,0.0,1.0,0.0,0.9523809523809524,0.3,1.0,0.0,0.0952380952380951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2380952380952381,3.230769230769231,13,7,6,bayes,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7619047619047619,0.0,0.0,0.0,0.0,-0.23809523809523814,-0.23809523809523814,90,0.0,0.0,0.0
ITGB3,73,62,11,788,0.9090909090909092,0.93841642228739,0.9090909090909092,0.7771260997067448,0.9442815249266864,0.68,0.939882697947214,0.02,0.939882697947214,0.09,0.9296187683284458,0.36,0.9266862170087976,0.26,0.0293255131964809,0.0058651026392961,0.001466275659824,0.001466275659824,0.0175953079178885,-0.0043988269794721,0.0,0.09,-0.0043988269794721,-0.1612903225806452,9.342465753424657,73,62,11,bayes,0.109,0.9398826979472141,0.8320000000000001,0.9442815249266863,0.268,0.9266862170087976,0.9384164222873901,0.9090909090909091,0.7771260997067448,0.0014662756598240456,-0.004398826979472137,0.0014662756598240456,0.017595307917888547,-0.16129032258064524,-0.13196480938416422,90,0.019000000000000003,4.5536491244391186e-17,-3.642919299551295e-17
KARS1,16,9,7,597,0.9682539682539684,0.9047619047619048,0.9365079365079364,0.9523809523809524,0.9682539682539684,0.0,0.9523809523809524,0.07,0.9682539682539684,0.12,0.9682539682539684,0.0,0.9523809523809524,0.95,-0.0634920634920636,0.0634920634920636,0.0476190476190476,0.0634920634920636,0.0158730158730159,0.0,0.0158730158730159,0.12,0.0,0.0476190476190476,3.9375,16,9,7,bayes,0.5,0.9682539682539684,0.0,0.9682539682539684,1.0,0.9523809523809524,0.9047619047619048,0.9365079365079365,0.9523809523809524,0.0634920634920636,0.0,0.0634920634920636,0.015873015873015928,0.04761904761904767,0.015873015873015928,90,0.38,0.0,0.0
KCNA2,44,31,13,499,0.9478908188585607,0.9429280397022332,0.9900744416873448,0.9702233250620348,0.9503722084367248,0.25,0.9975186104218364,0.54,0.9702233250620348,0.27,0.9702233250620348,0.59,0.9950372208436724,0.18,-0.0049627791563275,0.0074441687344913,0.054590570719603,0.0272952853598015,0.0049627791563275,0.0198511166253101,-0.0272952853598015,0.27,0.0198511166253101,0.0272952853598014,9.159090909090908,44,31,13,bayes,1.0,0.9702233250620347,0.5,0.9503722084367247,0.182,0.9950372208436725,0.9429280397022333,0.9900744416873449,0.9702233250620347,0.027295285359801413,0.019851116625310028,0.027295285359801413,0.00496277915632759,0.027295285359801413,-0.01985111662531025,90,0.73,-8.673617379884035e-17,-7.28583859910259e-17
KCNB1,158,66,92,858,0.946475625823452,0.9596508563899868,0.987977602108037,0.9672266139657444,0.9596508563899868,1.0,0.9881422924901186,0.99,0.9795783926218709,0.5700000000000001,0.9682147562582346,0.9,0.991106719367589,0.38,0.0131752305665348,0.0,0.0284914361001318,0.019927536231884,0.003129117259552,0.019927536231884,-0.0085638998682477,0.5700000000000001,0.019927536231884,0.0075757575757575,38.43037974683544,158,66,92,bayes,0.578,0.9795783926218709,1.0,0.9596508563899868,0.393,0.991106719367589,0.9596508563899868,0.987977602108037,0.9672266139657444,0.019927536231884035,0.019927536231884035,0.019927536231884035,0.0031291172595520056,0.007575757575757569,-0.020750988142292592,90,0.007999999999999896,3.469446951953614e-17,3.469446951953614e-17
KCNC3,13,5,8,757,0.725,0.725,0.8500000000000001,0.875,0.725,0.0,0.875,0.31,0.875,0.8200000000000001,0.875,0.8200000000000001,0.875,0.32,0.0,0.0,0.15,0.15,0.0249999999999999,0.15,0.0,0.8200000000000001,0.15,0.15,3.076923076923077,13,5,8,bayes,1.0,0.875,0.0,0.725,1.0,0.875,0.725,0.8500000000000001,0.875,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.02499999999999991,0.15000000000000002,0.02499999999999991,90,0.17999999999999994,2.7755575615628914e-17,2.7755575615628914e-17
KCND2,16,5,11,630,1.0,0.7454545454545456,1.0,1.0,1.0,0.0,1.0,0.32,1.0,0.52,1.0,0.0,1.0,0.0,-0.2545454545454544,0.2545454545454544,0.2545454545454544,0.2545454545454544,0.0,0.0,0.0,0.52,0.0,0.2545454545454544,3.4375,16,5,11,bayes,1.0,1.0,0.0,1.0,0.0,1.0,0.7454545454545456,1.0,1.0,0.2545454545454544,0.0,0.2545454545454544,0.0,0.2545454545454544,0.0,90,0.48,0.0,0.0
KCNH1,73,16,57,989,0.6173245614035088,0.7675438596491229,0.8135964912280702,0.8651315789473685,0.7675438596491229,1.0,0.8366228070175439,0.75,0.8739035087719298,0.84,0.868421052631579,0.86,0.8903508771929824,0.84,0.150219298245614,0.0,0.069078947368421,0.1063596491228069,0.0767543859649122,0.1063596491228069,0.0372807017543859,0.84,0.1063596491228069,0.0975877192982456,12.493150684931509,73,16,57,bayes,0.847,0.8739035087719298,1.0,0.7675438596491229,0.84,0.8903508771929824,0.7675438596491229,0.8135964912280702,0.8651315789473685,0.10635964912280693,0.10635964912280693,0.10635964912280693,0.07675438596491224,0.09758771929824561,0.05153508771929827,90,0.007000000000000006,2.7755575615628914e-17,2.7755575615628914e-17
KCNJ11,36,27,9,390,0.7613168724279835,0.7613168724279835,0.7530864197530864,0.6090534979423868,0.7818930041152262,0.49,0.7860082304526749,0.39,0.7654320987654321,0.05,0.7654320987654322,0.05,0.7530864197530864,0.0,0.0,0.0205761316872427,0.0246913580246913,0.0041152263374485,0.0,-0.0164609053497941,-0.0205761316872428,0.05,-0.0164609053497941,-0.1522633744855966,6.75,36,27,9,bayes,0.05,0.7654320987654321,0.5,0.7818930041152262,0.0,0.7530864197530864,0.7613168724279835,0.7530864197530864,0.6090534979423868,0.004115226337448541,-0.016460905349794164,0.004115226337448541,0.0,-0.15226337448559668,-0.1440329218106996,90,0.0,4.0766001685454967e-17,-6.245004513516506e-17
KCNQ1,152,145,7,676,0.8246305418719213,0.9261083743842364,0.9950738916256155,0.8857142857142857,0.9261083743842364,0.99,0.9960591133004926,0.5700000000000001,0.930049261083744,0.35,0.8916256157635468,0.8300000000000001,0.9960591133004926,0.26,0.1014778325123151,0.0,0.0699507389162561,0.0039408866995074,0.0009852216748769,0.0039408866995074,-0.0660098522167487,0.35,0.0039408866995074,-0.0403940886699507,6.677631578947368,152,145,7,bayes,0.375,0.9300492610837439,1.0,0.9261083743842364,0.41200000000000003,0.9960591133004926,0.9261083743842364,0.9950738916256157,0.8857142857142857,0.003940886699507429,0.003940886699507429,0.003940886699507429,0.0009852216748769127,-0.040394088669950756,-0.10935960591132998,90,0.025000000000000022,2.862293735361732e-17,2.862293735361732e-17
KCNQ2,277,269,8,872,0.6937732342007435,0.8986988847583643,0.975371747211896,0.8759293680297398,0.8986988847583643,0.98,0.9846654275092936,0.63,0.9242565055762082,0.37,0.8759293680297398,0.96,0.9860594795539034,0.5,0.2049256505576208,0.0,0.0859665427509293,0.0255576208178438,0.0106877323420074,0.0255576208178438,-0.0604089219330854,0.37,0.0255576208178438,-0.0227695167286245,7.768953068592058,277,269,8,bayes,0.366,0.9247211895910781,1.0,0.8986988847583643,0.5,0.9860594795539034,0.8986988847583643,0.9753717472118959,0.8759293680297398,0.026022304832713727,0.026022304832713727,0.026022304832713727,0.010687732342007483,-0.022769516728624595,-0.09944237918215615,90,-0.0040000000000000036,0.00046468401486992814,0.00046468401486992814
KCNQ3,30,19,11,872,0.9043062200956938,0.971291866028708,0.9665071770334928,0.9425837320574164,0.971291866028708,0.68,0.971291866028708,0.0,0.9760765550239234,0.37,0.9712918660287082,0.7000000000000001,0.9665071770334928,0.0,0.0669856459330142,0.0,0.0,0.0047846889952153,0.0,0.0047846889952153,0.0047846889952153,0.37,0.0047846889952153,-0.0287081339712917,6.966666666666667,30,19,11,bayes,0.438,0.9760765550239234,1.0,0.9712918660287081,0.0,0.9665071770334928,0.9712918660287081,0.9665071770334928,0.9425837320574163,0.004784688995215336,0.004784688995215336,0.004784688995215336,0.0,-0.028708133971291794,-0.023923444976076458,90,0.068,3.5561831257524545e-17,3.5561831257524545e-17
KCNQ4,21,12,9,695,0.9814814814814816,1.0,0.9351851851851852,1.0,1.0,0.3,1.0,0.0,1.0,0.0,1.0,0.27,1.0,0.34,0.0185185185185184,0.0,0.0,0.0,0.0648148148148148,0.0,0.0,0.0,0.0,0.0,5.142857142857143,21,12,9,bayes,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9351851851851851,1.0,0.0,0.0,0.0,0.06481481481481488,0.0,0.06481481481481488,90,0.0,0.0,0.0
KCNQ5,87,11,76,932,0.5119617224880383,0.84688995215311,0.9354066985645932,0.7559808612440191,0.84688995215311,0.92,0.9461722488038278,0.33,0.84688995215311,0.0,0.7559808612440191,0.98,0.9389952153110048,0.46,0.3349282296650717,0.0,0.0992822966507177,0.0,0.0035885167464114,0.0,-0.0992822966507177,0.0,0.0,-0.0909090909090909,9.60919540229885,87,11,76,bayes,0.0,0.84688995215311,1.0,0.84688995215311,0.464,0.9389952153110047,0.84688995215311,0.9354066985645932,0.7559808612440191,0.0,0.0,0.0,0.0035885167464114742,-0.09090909090909094,-0.17942583732057416,90,0.0,0.0,0.0
KCNV2,25,11,14,545,0.9935064935064936,0.987012987012987,0.8246753246753247,0.961038961038961,1.0,0.18,0.987012987012987,0.0,0.9935064935064936,0.25,0.9935064935064936,0.0,0.961038961038961,0.9,-0.0064935064935065,0.0129870129870129,0.0,0.0064935064935065,0.1363636363636363,-0.0064935064935064,0.0064935064935065,0.25,-0.0064935064935064,-0.0259740259740259,6.16,25,11,14,bayes,0.307,0.9935064935064936,0.5,1.0,1.0,0.961038961038961,0.987012987012987,0.8246753246753247,0.961038961038961,0.006493506493506551,-0.00649350649350644,0.006493506493506551,0.13636363636363635,-0.025974025974025983,0.13636363636363635,90,0.056999999999999995,5.117434254131581e-17,-3.9898639947466563e-17
KIF22,40,6,34,665,0.8529411764705883,0.8039215686274509,0.8333333333333334,0.8137254901960784,0.8774509803921569,0.13,0.8382352941176471,0.47,0.8921568627450981,0.5700000000000001,0.8725490196078431,0.11,0.8823529411764707,0.51,-0.0490196078431374,0.0735294117647059,0.0343137254901961,0.0882352941176471,0.0490196078431373,0.0147058823529412,0.053921568627451,0.5700000000000001,0.0147058823529412,0.0098039215686275,5.1,40,6,34,bayes,0.614,0.892156862745098,0.17400000000000002,0.8774509803921569,0.536,0.8823529411764707,0.8039215686274509,0.8333333333333334,0.8137254901960784,0.08823529411764708,0.014705882352941124,0.08823529411764708,0.0490196078431373,0.009803921568627527,-0.019607843137254943,90,0.04399999999999993,-2.7755575615628914e-17,-7.632783294297951e-17
KMT5B,24,8,16,885,0.875,0.90625,1.0,0.8671875,0.90625,0.67,1.0,0.43,0.953125,0.77,0.921875,0.63,1.0,0.0,0.03125,0.0,0.09375,0.046875,0.0,0.046875,-0.046875,0.77,0.046875,-0.0390625,5.333333333333333,24,8,16,bayes,0.774,0.953125,1.0,0.90625,0.0,1.0,0.90625,1.0,0.8671875,0.046875,0.046875,0.046875,0.0,-0.0390625,-0.1328125,90,0.0040000000000000036,0.0,0.0
KRIT1,13,5,8,736,0.475,0.575,0.4999999999999999,0.525,0.575,0.67,0.6,0.04,0.6000000000000001,0.8,0.525,0.98,0.6000000000000001,0.89,0.0999999999999999,0.0,0.025,0.0250000000000001,0.1000000000000001,0.0250000000000001,1.1102230246251563e-16,0.8,0.0250000000000001,-0.0499999999999999,3.076923076923077,13,5,8,bayes,0.901,0.5750000000000001,1.0,0.575,0.898,0.6000000000000001,0.575,0.49999999999999994,0.525,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.10000000000000014,-0.04999999999999993,0.025000000000000078,90,0.10099999999999998,-0.024999999999999988,-0.024999999999999988
KRT1,30,19,11,644,0.9330143540669856,0.971291866028708,0.9473684210526316,0.9186602870813396,0.971291866028708,0.98,0.971291866028708,0.0,0.9760765550239234,0.44,0.9425837320574162,0.03,0.9665071770334928,0.6,0.0382775119617224,0.0,0.0,0.0047846889952153,0.0191387559808612,0.0047846889952153,0.0047846889952153,0.44,0.0047846889952153,-0.0526315789473684,6.966666666666667,30,19,11,bayes,0.447,0.9760765550239234,1.0,0.9712918660287081,0.613,0.9665071770334928,0.9712918660287081,0.9473684210526315,0.9186602870813396,0.004784688995215336,0.004784688995215336,0.004784688995215336,0.019138755980861233,-0.052631578947368474,-0.028708133971291905,90,0.007000000000000006,3.5561831257524545e-17,3.5561831257524545e-17
KRT10,27,10,17,584,0.9588235294117646,0.9470588235294116,0.9882352941176472,0.9823529411764704,0.9705882352941176,0.85,0.9882352941176472,1.0,0.988235294117647,0.51,0.9823529411764704,0.78,1.0,0.28,-0.0117647058823529,0.0235294117647059,0.0411764705882353,0.0411764705882352,0.0117647058823529,0.0176470588235293,-1.1102230246251563e-16,0.51,0.0176470588235293,0.0352941176470588,6.296296296296297,27,10,17,bayes,0.804,0.988235294117647,0.924,0.9705882352941176,0.5,1.0,0.9470588235294117,0.9882352941176471,0.9823529411764705,0.04117647058823526,0.01764705882352935,0.04117647058823526,0.0117647058823529,0.03529411764705881,-0.005882352941176561,90,0.29400000000000004,5.551115123125783e-17,4.85722573273506e-17
KRT14,40,33,7,472,0.9090909090909092,0.9090909090909092,0.9307359307359307,0.9004329004329005,0.9350649350649352,0.3,0.9350649350649352,0.64,0.9523809523809524,0.37,0.9523809523809524,0.25,0.9523809523809524,0.68,1.1102230246251563e-16,0.0259740259740259,0.0259740259740259,0.0432900432900432,0.0216450216450216,0.0173160173160172,0.0173160173160172,0.37,0.0173160173160172,-0.0086580086580086,5.775,40,33,7,bayes,0.402,0.9523809523809524,0.336,0.9350649350649352,0.7020000000000001,0.9523809523809524,0.9090909090909092,0.9307359307359307,0.9004329004329005,0.04329004329004327,0.017316017316017285,0.04329004329004327,0.02164502164502169,-0.008658008658008698,-0.030303030303030276,90,0.03200000000000003,6.938893903907228e-17,8.326672684688674e-17
KRT16,20,7,13,473,0.7912087912087913,0.923076923076923,0.978021978021978,0.934065934065934,0.923076923076923,0.91,0.978021978021978,0.91,0.956043956043956,0.4,0.934065934065934,0.86,0.989010989010989,0.03,0.1318681318681317,0.0,0.054945054945055,0.032967032967033,0.0109890109890109,0.032967032967033,-0.021978021978022,0.4,0.032967032967033,0.010989010989011,4.55,20,7,13,bayes,0.5,0.9560439560439561,1.0,0.923076923076923,0.092,0.989010989010989,0.923076923076923,0.9780219780219781,0.9340659340659341,0.03296703296703307,0.03296703296703307,0.03296703296703307,0.01098901098901095,0.010989010989011061,-0.04395604395604402,90,0.09999999999999998,6.938893903907228e-17,6.938893903907228e-17
KRT17,25,6,19,432,0.894736842105263,0.9473684210526316,0.9473684210526316,0.9473684210526316,0.956140350877193,0.98,0.9824561403508772,0.56,0.9649122807017544,0.13,0.956140350877193,0.52,1.0,0.31,0.0526315789473684,0.0087719298245614,0.0350877192982456,0.0175438596491228,0.0526315789473683,0.0087719298245614,-0.0175438596491227,0.13,0.0087719298245614,0.0,4.56,25,6,19,bayes,0.5,0.956140350877193,0.978,0.956140350877193,0.313,1.0,0.9473684210526315,0.9473684210526316,0.9473684210526315,0.00877192982456143,0.0,0.00877192982456143,0.05263157894736836,0.0,-1.1102230246251565e-16,90,0.37,-0.008771929824561368,-0.0087719298245614
KRT5,61,44,17,590,0.820855614973262,0.8943850267379679,0.9010695187165776,0.7339572192513368,0.8943850267379679,0.97,0.9237967914438504,0.37,0.9064171122994652,0.24,0.8502673796791445,0.31,0.9197860962566844,0.5700000000000001,0.0735294117647059,0.0,0.0294117647058823,0.0120320855614973,0.0187165775401069,0.0120320855614973,-0.0173796791443849,0.24,0.0120320855614973,-0.1604278074866311,12.262295081967212,61,44,17,bayes,0.245,0.9064171122994653,1.0,0.8943850267379679,0.5690000000000001,0.9197860962566844,0.8943850267379679,0.9010695187165775,0.7339572192513368,0.012032085561497374,0.012032085561497374,0.012032085561497374,0.018716577540106916,-0.1604278074866311,-0.16711229946524064,90,0.0050000000000000044,7.45931094670027e-17,7.45931094670027e-17
KRT6A,31,11,20,564,0.9772727272727272,0.9818181818181818,0.959090909090909,0.9727272727272728,1.0,0.73,0.9954545454545454,0.27,1.0,0.23,0.9818181818181818,0.47,0.9863636363636364,0.37,0.0045454545454546,0.0181818181818181,0.0136363636363635,0.0181818181818181,0.0272727272727273,0.0,0.0045454545454546,0.23,0.0,-0.009090909090909,7.096774193548387,31,11,20,bayes,0.259,1.0,0.76,1.0,0.5,0.9863636363636363,0.9818181818181818,0.959090909090909,0.9727272727272728,0.018181818181818188,0.0,0.018181818181818188,0.027272727272727337,-0.009090909090909038,0.01363636363636378,90,0.028999999999999998,8.673617379884035e-17,0.0
KRT9,14,8,6,623,0.7083333333333333,0.8541666666666667,0.875,0.7916666666666667,0.8541666666666667,0.96,0.8958333333333334,0.2,0.8541666666666667,0.0,0.7916666666666667,0.84,0.875,0.0,0.1458333333333334,0.0,0.0416666666666666,0.0,0.0,0.0,-0.0416666666666666,0.0,0.0,-0.0625,3.4285714285714284,14,8,6,bayes,0.0,0.8541666666666667,1.0,0.8541666666666667,0.0,0.875,0.8541666666666667,0.875,0.7916666666666667,0.0,0.0,0.0,0.0,-0.0625,-0.08333333333333326,90,0.0,0.0,0.0
LAMP2,15,5,10,410,0.84,0.84,0.88,0.52,0.84,0.0,0.88,0.76,0.8799999999999999,0.25,0.84,0.0,0.88,0.0,0.0,0.0,0.04,0.0399999999999999,0.0,0.0399999999999999,-1.1102230246251563e-16,0.25,0.0399999999999999,-0.3199999999999999,3.333333333333333,15,5,10,bayes,0.249,0.8799999999999999,0.0,0.84,0.0,0.88,0.84,0.88,0.52,0.039999999999999925,0.039999999999999925,0.039999999999999925,0.0,-0.31999999999999995,-0.36,90,-0.0010000000000000009,2.7755575615628914e-17,2.7755575615628914e-17
LARS2,21,13,8,903,0.7788461538461539,0.7788461538461539,0.9230769230769232,0.6730769230769231,0.826923076923077,0.42,0.9326923076923076,0.64,0.8173076923076923,0.11,0.7788461538461539,0.0,0.9326923076923076,0.11,0.0,0.0480769230769231,0.1538461538461538,0.0384615384615384,0.0096153846153845,-0.0096153846153846,-0.1153846153846154,0.11,-0.0096153846153846,-0.1057692307692307,4.9523809523809526,21,13,8,bayes,0.245,0.8173076923076923,0.5,0.826923076923077,0.0,0.9230769230769231,0.7788461538461539,0.9230769230769231,0.6730769230769231,0.038461538461538436,-0.009615384615384692,0.038461538461538436,0.0,-0.10576923076923073,-0.25,90,0.135,3.469446951953614e-17,-9.194034422677078e-17
LBR,12,5,7,615,1.0,1.0,1.0,0.9428571428571428,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0571428571428571,2.9166666666666665,12,5,7,bayes,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9428571428571428,0.0,0.0,0.0,0.0,-0.05714285714285716,-0.05714285714285716,90,0.0,0.0,0.0
LCAT,19,11,8,440,0.9659090909090908,1.0,0.9545454545454546,0.7613636363636364,1.0,0.15,1.0,0.0,1.0,0.0,0.9659090909090908,0.0,0.9545454545454546,0.0,0.0340909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2386363636363636,4.631578947368421,19,11,8,bayes,0.0,1.0,1.0,1.0,0.0,0.9545454545454546,1.0,0.9545454545454546,0.7613636363636364,0.0,0.0,0.0,0.0,-0.23863636363636365,-0.19318181818181823,90,0.0,0.0,0.0
LDLR,486,443,43,860,0.9221481442595412,0.9451414772429,0.9352196965719988,0.9110714473200692,0.9455614467951072,0.92,0.9527009291826344,0.31,0.9472938211979632,0.23,0.9279752217964198,0.35,0.9476087983621188,0.44,0.0229933329833587,0.0004199695522074,0.0075594519397345,0.0021523439550633,0.0123891017901202,0.0017323744028558,-0.0054071079846711,0.23,0.0017323744028558,-0.0340700299228305,39.19547325102881,486,443,43,bayes,0.216,0.947346317391989,0.926,0.9456139429891331,0.559,0.9475038059740669,0.9451414772428999,0.9352196965719987,0.9110714473200693,0.002204840149089171,0.0017323744028558963,0.002204840149089171,0.012284109402068255,-0.03407002992283059,-0.024148249251929377,90,-0.014000000000000012,5.249619402587129e-05,9.627715291671279e-17
LHCGR,17,12,5,699,1.0,0.8666666666666667,0.9,0.9833333333333334,1.0,0.0,0.9166666666666666,0.45,1.0,0.67,1.0,0.0,1.0,0.89,-0.1333333333333333,0.1333333333333333,0.0499999999999999,0.1333333333333333,0.0999999999999999,0.0,0.0833333333333333,0.67,0.0,0.1166666666666667,3.5294117647058822,17,12,5,bayes,0.862,1.0,0.0,1.0,0.895,1.0,0.8666666666666667,0.9,0.9833333333333334,0.1333333333333333,0.0,0.1333333333333333,0.09999999999999998,0.1166666666666667,0.08333333333333337,90,0.19199999999999995,0.0,0.0
LIG4,28,17,11,911,0.9946524064171124,1.0,1.0,1.0,1.0,0.1,1.0,0.0,1.0,0.0,1.0,0.18,1.0,0.0,0.0053475935828877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.678571428571429,28,17,11,bayes,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,90,0.0,0.0,0.0
LITAF,12,6,6,161,0.9444444444444444,0.9444444444444444,0.9722222222222224,0.7777777777777778,1.0,0.29,1.0,0.27,1.0,0.37,0.9722222222222224,0.25,1.0,0.37,0.0,0.0555555555555555,0.0555555555555555,0.0555555555555555,0.0277777777777776,0.0,0.0,0.37,0.0,-0.1666666666666666,3.0,12,6,6,bayes,0.5,1.0,0.5,1.0,0.5,1.0,0.9444444444444444,0.9722222222222223,0.7777777777777778,0.05555555555555558,0.0,0.05555555555555558,0.02777777777777768,-0.16666666666666663,-0.19444444444444453,90,0.13,8.326672684688674e-17,0.0
LMX1B,30,25,5,402,0.984,0.992,0.96,0.952,1.0,0.28,1.0,0.19,1.0,0.33,1.0,0.41,1.0,0.5,0.008,0.008,0.008,0.008,0.0399999999999999,0.0,0.0,0.33,0.0,-0.04,4.166666666666667,30,25,5,bayes,0.5,1.0,0.5,1.0,0.5,1.0,0.992,0.9600000000000001,0.952,0.008000000000000007,0.0,0.008000000000000007,0.039999999999999925,-0.040000000000000036,-0.008000000000000118,90,0.16999999999999998,6.938893903907228e-18,0.0
LPAR6,12,7,5,344,0.8571428571428572,0.8285714285714285,0.7714285714285714,0.7714285714285714,0.8857142857142857,0.46,0.8571428571428571,0.16,0.8571428571428571,0.02,0.8571428571428572,0.0,0.8,0.77,-0.0285714285714286,0.0571428571428571,0.0285714285714285,0.0285714285714285,0.0285714285714286,-0.0285714285714285,0.0,0.02,-0.0285714285714285,-0.0571428571428571,2.9166666666666665,12,7,5,bayes,0.101,0.8571428571428571,0.5,0.8857142857142857,0.87,0.8,0.8285714285714285,0.7714285714285714,0.7714285714285714,0.02857142857142858,-0.02857142857142858,0.02857142857142858,0.028571428571428692,-0.05714285714285716,0.0,90,0.081,7.979727989493313e-17,-7.979727989493313e-17
LSS,24,9,15,732,0.9333333333333332,0.925925925925926,0.925925925925926,0.925925925925926,0.9333333333333332,0.0,0.9555555555555556,0.37,0.9407407407407408,0.42,0.9407407407407408,0.68,0.9481481481481482,0.34,-0.0074074074074074,0.0074074074074074,0.0296296296296296,0.0148148148148148,0.0222222222222222,0.0074074074074074,-0.0148148148148148,0.42,0.0074074074074074,1.1102230246251563e-16,5.625,24,9,15,bayes,0.629,0.9407407407407408,0.0,0.9333333333333333,0.5,0.9481481481481482,0.9259259259259259,0.9259259259259259,0.925925925925926,0.014814814814814836,0.007407407407407418,0.014814814814814836,0.022222222222222254,1.1102230246251565e-16,1.1102230246251565e-16,90,0.20900000000000002,3.642919299551295e-17,1.8214596497756474e-17
LZTR1,31,23,8,840,0.7880434782608696,0.9782608695652174,0.9782608695652174,0.7663043478260869,0.9836956521739132,0.71,0.9836956521739132,0.18,0.9782608695652174,0.0,0.8478260869565217,0.31,0.9782608695652174,0.0,0.1902173913043477,0.0054347826086956,0.0054347826086956,0.0,0.0,-0.0054347826086956,-0.0054347826086956,0.0,-0.0054347826086956,-0.2119565217391305,5.935483870967742,31,23,8,bayes,0.0,0.9782608695652174,0.879,0.9836956521739131,0.0,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.7663043478260869,0.0,-0.005434782608695676,0.0,0.0,-0.2119565217391305,-0.2119565217391305,90,0.0,0.0,-7.632783294297951e-17
MAF,20,14,6,403,0.988095238095238,1.0,0.9761904761904764,0.9285714285714286,1.0,0.14,1.0,0.0,1.0,0.0,0.988095238095238,0.0,1.0,0.23,0.0119047619047618,0.0,0.0,0.0,0.0238095238095237,0.0,0.0,0.0,0.0,-0.0714285714285714,4.2,20,14,6,bayes,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.9761904761904763,0.9285714285714286,0.0,0.0,0.0,0.023809523809523725,-0.0714285714285714,-0.04761904761904767,90,0.0,0.0,0.0
MAK,13,6,7,648,0.9761904761904764,0.9761904761904764,0.9285714285714286,1.0,0.9761904761904764,0.0,0.9761904761904764,0.0,1.0,0.5,1.0,0.67,1.0,0.68,0.0,0.0,0.0,0.0238095238095237,0.0714285714285714,0.0238095238095237,0.0238095238095237,0.5,0.0238095238095237,0.0238095238095237,3.230769230769231,13,6,7,bayes,1.0,1.0,0.0,0.9761904761904763,1.0,1.0,0.9761904761904763,0.9285714285714286,1.0,0.023809523809523725,0.023809523809523725,0.023809523809523725,0.0714285714285714,0.023809523809523725,0.0714285714285714,90,0.5,2.42861286636753e-17,2.42861286636753e-17
MAN1B1,14,5,9,699,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2142857142857144,14,5,9,bayes,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,90,0.0,0.0,0.0
