gene,n,n_pathogenic,n_benign,optimizer,esm2_calm_weight,esm2_calm_auc,esm2_150m_650m_weight_second,esm2_150m_650m_auc,esm1b_calm_weight,esm1b_calm_auc,esm2_650m_auc,esm1b_650m_auc,calm_auc,esm2_cross_modal_gain,esm2_cross_modal_advantage,esm2_gain_over_protein,esm1b_gain_over_protein,esm2_independent_calm_signal,esm1b_independent_calm_signal,n_objective_evals
IDS,299,260,39,bayes,0.019,0.9196252465483234,0.928,0.9197238658777122,0.048,0.927120315581854,0.9191814595660749,0.9258875739644971,0.6927021696252466,0.00044378698224856183,-9.861932938870499e-05,0.00044378698224856183,0.0012327416173569805,-0.22647928994082833,-0.2331854043392505,90
IDUA,60,48,12,bayes,0.018000000000000002,0.9114583333333334,1.0,0.9097222222222222,0.443,0.9809027777777778,0.9097222222222222,0.9756944444444444,0.673611111111111,0.0017361111111111605,0.0017361111111111605,0.0017361111111111605,0.00520833333333337,-0.23611111111111116,-0.30208333333333337,90
IGHMBP2,32,15,17,bayes,0.40800000000000003,0.9490196078431372,0.176,0.9333333333333333,0.5,0.9686274509803922,0.9215686274509803,0.9372549019607843,0.8980392156862745,0.027450980392156876,0.015686274509803866,0.027450980392156876,0.03137254901960784,-0.0235294117647058,-0.039215686274509776,90
IL11RA,10,5,5,bayes,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.8400000000000001,1.0,0.0,0.0,0.0,0.15999999999999992,0.0,0.15999999999999992,90
IL12RB1,21,5,16,bayes,0.17,0.8625,0.716,0.9,0.0,0.9375,0.8500000000000001,0.9375,0.47500000000000003,0.012499999999999956,-0.03749999999999998,0.012499999999999956,0.0,-0.37500000000000006,-0.46249999999999997,90
IL2RG,65,37,28,bayes,0.073,0.9623552123552124,0.211,0.9768339768339769,0.035,0.975868725868726,0.9613899613899614,0.974903474903475,0.5974903474903476,0.0009652509652510188,-0.014478764478764505,0.0009652509652510188,0.0009652509652510188,-0.3638996138996138,-0.3774131274131274,90
IL7R,26,9,17,bayes,0.536,0.8954248366013071,0.4,0.8627450980392156,0.871,0.869281045751634,0.8366013071895424,0.7973856209150326,0.8366013071895425,0.05882352941176472,0.0326797385620915,0.05882352941176472,0.07189542483660138,1.1102230246251565e-16,0.03921568627450989,90
IRF2BPL,18,5,13,bayes,1.0,0.35384615384615387,0.0,0.12307692307692308,0.0,0.8769230769230769,0.10769230769230767,0.8769230769230769,0.35384615384615387,0.2461538461538462,0.23076923076923078,0.2461538461538462,0.0,0.2461538461538462,-0.523076923076923,90
ITGB2,13,7,6,bayes,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7619047619047619,0.0,0.0,0.0,0.0,-0.23809523809523814,-0.23809523809523814,90
ITGB3,73,62,11,bayes,0.109,0.9398826979472141,0.8320000000000001,0.9442815249266863,0.268,0.9266862170087976,0.9384164222873901,0.9090909090909091,0.7771260997067448,0.0014662756598240456,-0.004398826979472137,0.0014662756598240456,0.017595307917888547,-0.16129032258064524,-0.13196480938416422,90
KARS1,16,9,7,bayes,0.5,0.9682539682539684,0.0,0.9682539682539684,1.0,0.9523809523809524,0.9047619047619048,0.9365079365079365,0.9523809523809524,0.0634920634920636,0.0,0.0634920634920636,0.015873015873015928,0.04761904761904767,0.015873015873015928,90
KCNA2,44,31,13,bayes,1.0,0.9702233250620347,0.5,0.9503722084367247,0.182,0.9950372208436725,0.9429280397022333,0.9900744416873449,0.9702233250620347,0.027295285359801413,0.019851116625310028,0.027295285359801413,0.00496277915632759,0.027295285359801413,-0.01985111662531025,90
KCNB1,158,66,92,bayes,0.578,0.9795783926218709,1.0,0.9596508563899868,0.393,0.991106719367589,0.9596508563899868,0.987977602108037,0.9672266139657444,0.019927536231884035,0.019927536231884035,0.019927536231884035,0.0031291172595520056,0.007575757575757569,-0.020750988142292592,90
KCNC3,13,5,8,bayes,1.0,0.875,0.0,0.725,1.0,0.875,0.725,0.8500000000000001,0.875,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.02499999999999991,0.15000000000000002,0.02499999999999991,90
KCND2,16,5,11,bayes,1.0,1.0,0.0,1.0,0.0,1.0,0.7454545454545456,1.0,1.0,0.2545454545454544,0.0,0.2545454545454544,0.0,0.2545454545454544,0.0,90
KCNH1,73,16,57,bayes,0.847,0.8739035087719298,1.0,0.7675438596491229,0.84,0.8903508771929824,0.7675438596491229,0.8135964912280702,0.8651315789473685,0.10635964912280693,0.10635964912280693,0.10635964912280693,0.07675438596491224,0.09758771929824561,0.05153508771929827,90
KCNJ11,36,27,9,bayes,0.05,0.7654320987654321,0.5,0.7818930041152262,0.0,0.7530864197530864,0.7613168724279835,0.7530864197530864,0.6090534979423868,0.004115226337448541,-0.016460905349794164,0.004115226337448541,0.0,-0.15226337448559668,-0.1440329218106996,90
KCNQ1,152,145,7,bayes,0.375,0.9300492610837439,1.0,0.9261083743842364,0.41200000000000003,0.9960591133004926,0.9261083743842364,0.9950738916256157,0.8857142857142857,0.003940886699507429,0.003940886699507429,0.003940886699507429,0.0009852216748769127,-0.040394088669950756,-0.10935960591132998,90
KCNQ2,277,269,8,bayes,0.366,0.9247211895910781,1.0,0.8986988847583643,0.5,0.9860594795539034,0.8986988847583643,0.9753717472118959,0.8759293680297398,0.026022304832713727,0.026022304832713727,0.026022304832713727,0.010687732342007483,-0.022769516728624595,-0.09944237918215615,90
KCNQ3,30,19,11,bayes,0.438,0.9760765550239234,1.0,0.9712918660287081,0.0,0.9665071770334928,0.9712918660287081,0.9665071770334928,0.9425837320574163,0.004784688995215336,0.004784688995215336,0.004784688995215336,0.0,-0.028708133971291794,-0.023923444976076458,90
KCNQ4,21,12,9,bayes,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9351851851851851,1.0,0.0,0.0,0.0,0.06481481481481488,0.0,0.06481481481481488,90
KCNQ5,87,11,76,bayes,0.0,0.84688995215311,1.0,0.84688995215311,0.464,0.9389952153110047,0.84688995215311,0.9354066985645932,0.7559808612440191,0.0,0.0,0.0,0.0035885167464114742,-0.09090909090909094,-0.17942583732057416,90
KCNV2,25,11,14,bayes,0.307,0.9935064935064936,0.5,1.0,1.0,0.961038961038961,0.987012987012987,0.8246753246753247,0.961038961038961,0.006493506493506551,-0.00649350649350644,0.006493506493506551,0.13636363636363635,-0.025974025974025983,0.13636363636363635,90
KIF22,40,6,34,bayes,0.614,0.892156862745098,0.17400000000000002,0.8774509803921569,0.536,0.8823529411764707,0.8039215686274509,0.8333333333333334,0.8137254901960784,0.08823529411764708,0.014705882352941124,0.08823529411764708,0.0490196078431373,0.009803921568627527,-0.019607843137254943,90
KMT5B,24,8,16,bayes,0.774,0.953125,1.0,0.90625,0.0,1.0,0.90625,1.0,0.8671875,0.046875,0.046875,0.046875,0.0,-0.0390625,-0.1328125,90
KRIT1,13,5,8,bayes,0.901,0.5750000000000001,1.0,0.575,0.898,0.6000000000000001,0.575,0.49999999999999994,0.525,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.10000000000000014,-0.04999999999999993,0.025000000000000078,90
KRT1,30,19,11,bayes,0.447,0.9760765550239234,1.0,0.9712918660287081,0.613,0.9665071770334928,0.9712918660287081,0.9473684210526315,0.9186602870813396,0.004784688995215336,0.004784688995215336,0.004784688995215336,0.019138755980861233,-0.052631578947368474,-0.028708133971291905,90
KRT10,27,10,17,bayes,0.804,0.988235294117647,0.924,0.9705882352941176,0.5,1.0,0.9470588235294117,0.9882352941176471,0.9823529411764705,0.04117647058823526,0.01764705882352935,0.04117647058823526,0.0117647058823529,0.03529411764705881,-0.005882352941176561,90
KRT14,40,33,7,bayes,0.402,0.9523809523809524,0.336,0.9350649350649352,0.7020000000000001,0.9523809523809524,0.9090909090909092,0.9307359307359307,0.9004329004329005,0.04329004329004327,0.017316017316017285,0.04329004329004327,0.02164502164502169,-0.008658008658008698,-0.030303030303030276,90
KRT16,20,7,13,bayes,0.5,0.9560439560439561,1.0,0.923076923076923,0.092,0.989010989010989,0.923076923076923,0.9780219780219781,0.9340659340659341,0.03296703296703307,0.03296703296703307,0.03296703296703307,0.01098901098901095,0.010989010989011061,-0.04395604395604402,90
KRT17,25,6,19,bayes,0.5,0.956140350877193,0.978,0.956140350877193,0.313,1.0,0.9473684210526315,0.9473684210526316,0.9473684210526315,0.00877192982456143,0.0,0.00877192982456143,0.05263157894736836,0.0,-1.1102230246251565e-16,90
KRT5,61,44,17,bayes,0.245,0.9064171122994653,1.0,0.8943850267379679,0.5690000000000001,0.9197860962566844,0.8943850267379679,0.9010695187165775,0.7339572192513368,0.012032085561497374,0.012032085561497374,0.012032085561497374,0.018716577540106916,-0.1604278074866311,-0.16711229946524064,90
KRT6A,31,11,20,bayes,0.259,1.0,0.76,1.0,0.5,0.9863636363636363,0.9818181818181818,0.959090909090909,0.9727272727272728,0.018181818181818188,0.0,0.018181818181818188,0.027272727272727337,-0.009090909090909038,0.01363636363636378,90
KRT9,14,8,6,bayes,0.0,0.8541666666666667,1.0,0.8541666666666667,0.0,0.875,0.8541666666666667,0.875,0.7916666666666667,0.0,0.0,0.0,0.0,-0.0625,-0.08333333333333326,90
LAMP2,15,5,10,bayes,0.249,0.8799999999999999,0.0,0.84,0.0,0.88,0.84,0.88,0.52,0.039999999999999925,0.039999999999999925,0.039999999999999925,0.0,-0.31999999999999995,-0.36,90
LARS2,21,13,8,bayes,0.245,0.8173076923076923,0.5,0.826923076923077,0.0,0.9230769230769231,0.7788461538461539,0.9230769230769231,0.6730769230769231,0.038461538461538436,-0.009615384615384692,0.038461538461538436,0.0,-0.10576923076923073,-0.25,90
LBR,12,5,7,bayes,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9428571428571428,0.0,0.0,0.0,0.0,-0.05714285714285716,-0.05714285714285716,90
LCAT,19,11,8,bayes,0.0,1.0,1.0,1.0,0.0,0.9545454545454546,1.0,0.9545454545454546,0.7613636363636364,0.0,0.0,0.0,0.0,-0.23863636363636365,-0.19318181818181823,90
LDLR,486,443,43,bayes,0.216,0.947346317391989,0.926,0.9456139429891331,0.559,0.9475038059740669,0.9451414772428999,0.9352196965719987,0.9110714473200693,0.002204840149089171,0.0017323744028558963,0.002204840149089171,0.012284109402068255,-0.03407002992283059,-0.024148249251929377,90
LHCGR,17,12,5,bayes,0.862,1.0,0.0,1.0,0.895,1.0,0.8666666666666667,0.9,0.9833333333333334,0.1333333333333333,0.0,0.1333333333333333,0.09999999999999998,0.1166666666666667,0.08333333333333337,90
LIG4,28,17,11,bayes,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,90
LITAF,12,6,6,bayes,0.5,1.0,0.5,1.0,0.5,1.0,0.9444444444444444,0.9722222222222223,0.7777777777777778,0.05555555555555558,0.0,0.05555555555555558,0.02777777777777768,-0.16666666666666663,-0.19444444444444453,90
LMX1B,30,25,5,bayes,0.5,1.0,0.5,1.0,0.5,1.0,0.992,0.9600000000000001,0.952,0.008000000000000007,0.0,0.008000000000000007,0.039999999999999925,-0.040000000000000036,-0.008000000000000118,90
LPAR6,12,7,5,bayes,0.101,0.8571428571428571,0.5,0.8857142857142857,0.87,0.8,0.8285714285714285,0.7714285714285714,0.7714285714285714,0.02857142857142858,-0.02857142857142858,0.02857142857142858,0.028571428571428692,-0.05714285714285716,0.0,90
LSS,24,9,15,bayes,0.629,0.9407407407407408,0.0,0.9333333333333333,0.5,0.9481481481481482,0.9259259259259259,0.9259259259259259,0.925925925925926,0.014814814814814836,0.007407407407407418,0.014814814814814836,0.022222222222222254,1.1102230246251565e-16,1.1102230246251565e-16,90
LZTR1,31,23,8,bayes,0.0,0.9782608695652174,0.879,0.9836956521739131,0.0,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.7663043478260869,0.0,-0.005434782608695676,0.0,0.0,-0.2119565217391305,-0.2119565217391305,90
MAF,20,14,6,bayes,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.9761904761904763,0.9285714285714286,0.0,0.0,0.0,0.023809523809523725,-0.0714285714285714,-0.04761904761904767,90
MAK,13,6,7,bayes,1.0,1.0,0.0,0.9761904761904763,1.0,1.0,0.9761904761904763,0.9285714285714286,1.0,0.023809523809523725,0.023809523809523725,0.023809523809523725,0.0714285714285714,0.023809523809523725,0.0714285714285714,90
MAN1B1,14,5,9,bayes,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,90
MAN2B1,30,12,18,bayes,0.0,0.9814814814814814,1.0,0.9814814814814814,0.187,0.9444444444444445,0.9814814814814814,0.9398148148148149,0.6805555555555556,0.0,0.0,0.0,0.00462962962962965,-0.3009259259259258,-0.2592592592592593,90
MAP2K2,26,15,11,bayes,0.0,0.6606060606060606,1.0,0.6606060606060606,0.0,0.8909090909090909,0.6606060606060606,0.8909090909090909,0.6121212121212121,0.0,0.0,0.0,0.0,-0.048484848484848575,-0.2787878787878788,90
MAP3K7,21,13,8,bayes,0.0,0.9423076923076923,1.0,0.9423076923076923,0.5,0.9519230769230769,0.9423076923076923,0.9423076923076923,0.9134615384615384,0.0,0.0,0.0,0.009615384615384581,-0.028846153846153855,-0.028846153846153855,90
MAPT,36,13,23,bayes,1.0,0.8862876254180603,0.0,0.8729096989966555,0.0,1.0,0.8461538461538461,1.0,0.8862876254180603,0.04013377926421413,0.013377926421404784,0.04013377926421413,0.0,0.04013377926421413,-0.11371237458193972,90
MBTPS2,11,5,6,bayes,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.4666666666666666,0.0,0.0,0.0,0.0,-0.5333333333333334,-0.5333333333333334,90
MCCC1,23,13,10,bayes,0.0,1.0,0.0,1.0,0.0,0.9461538461538462,1.0,0.9461538461538462,0.9153846153846155,0.0,0.0,0.0,0.0,-0.08461538461538454,-0.03076923076923077,90
MECP2,231,100,131,bayes,0.062,0.9137404580152673,0.7030000000000001,0.9213740458015267,0.084,0.924885496183206,0.9130534351145038,0.9241984732824426,0.615648854961832,0.0006870229007635009,-0.007633587786259444,0.0006870229007635009,0.0006870229007633899,-0.2974045801526718,-0.3085496183206107,90
MEF2C,41,20,21,bayes,1.0,0.8904761904761904,1.0,0.7857142857142858,0.982,0.8976190476190476,0.7857142857142858,0.8738095238095238,0.8904761904761904,0.10476190476190461,0.10476190476190461,0.10476190476190461,0.023809523809523836,0.10476190476190461,0.016666666666666607,90
MEN1,101,95,6,bayes,0.0,0.9719298245614035,1.0,0.9719298245614035,0.0,0.9649122807017544,0.9719298245614035,0.9649122807017544,0.5368421052631579,0.0,0.0,0.0,0.0,-0.43508771929824563,-0.4280701754385965,90
MERTK,25,12,13,bayes,1.0,0.9935897435897436,0.0,0.9871794871794872,0.0,1.0,0.9423076923076924,1.0,0.9935897435897436,0.05128205128205121,0.0064102564102563875,0.05128205128205121,0.0,0.05128205128205121,-0.0064102564102563875,90
MID1,19,6,13,bayes,0.0,0.9615384615384615,0.0,0.9615384615384615,0.0,0.9743589743589743,0.9615384615384615,0.9743589743589743,0.8076923076923078,0.0,0.0,0.0,0.0,-0.15384615384615363,-0.16666666666666652,90
MITF,12,7,5,bayes,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,90
MLC1,23,17,6,bayes,0.773,0.7549019607843137,1.0,0.6764705882352942,1.0,0.7450980392156863,0.6764705882352942,0.6666666666666666,0.7450980392156863,0.07843137254901955,0.07843137254901955,0.07843137254901955,0.07843137254901966,0.06862745098039214,0.07843137254901966,90
MLH1,189,155,34,bayes,0.839,0.9111954459203035,0.245,0.9166982922201139,0.764,0.9170777988614801,0.825237191650854,0.8709677419354839,0.9018975332068311,0.08595825426944959,-0.005502846299810349,0.08595825426944959,0.046110056925996235,0.07666034155597712,0.030929791271347207,90
MMAB,18,12,6,bayes,0.34400000000000003,0.9305555555555555,0.0,0.9305555555555555,0.5,0.9305555555555555,0.9166666666666666,0.8194444444444444,0.7361111111111112,0.01388888888888884,0.0,0.01388888888888884,0.11111111111111105,-0.18055555555555547,-0.08333333333333326,90
MMACHC,25,20,5,bayes,0.969,0.7100000000000001,0.0,0.5499999999999999,0.977,0.7100000000000001,0.5399999999999999,0.5800000000000001,0.7000000000000001,0.17000000000000015,0.16000000000000014,0.17000000000000015,0.13,0.16000000000000014,0.12,90
MME,12,6,6,bayes,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.8333333333333334,0.0,0.0,0.0,0.0,-0.16666666666666663,-0.16666666666666663,90
MMUT,116,110,6,bayes,0.672,0.9000000000000002,0.9530000000000001,0.8166666666666667,0.134,0.9363636363636364,0.8151515151515152,0.9348484848484849,0.8818181818181818,0.08484848484848506,0.08333333333333359,0.08484848484848506,0.0015151515151514694,0.06666666666666665,-0.053030303030303094,90
MSH2,341,109,232,bayes,0.654,0.9131208478329642,0.456,0.9164030370136034,0.705,0.9006643467257197,0.8604476431509016,0.8470816197405885,0.8890382790256248,0.0526732046820626,-0.003282189180639161,0.0526732046820626,0.053582726985131224,0.028590635874723214,0.041956659285036335,90
MTHFR,26,20,6,bayes,0.668,0.9166666666666666,0.196,0.9166666666666667,0.162,0.925,0.8166666666666667,0.8916666666666667,0.8833333333333334,0.09999999999999998,-1.1102230246251565e-16,0.09999999999999998,0.033333333333333326,0.06666666666666676,-0.008333333333333304,90
MTM1,72,49,23,bayes,0.357,0.9849157054125999,0.79,0.9778172138420586,0.5750000000000001,0.9804791481810116,0.974267968056788,0.940550133096717,0.963620230700976,0.010647737355811926,0.007098491570541321,0.010647737355811926,0.03992901508429458,-0.010647737355811926,0.023070097604259043,90
MUSK,16,5,11,bayes,0.41200000000000003,0.8363636363636364,0.803,0.8181818181818182,0.5,0.9454545454545454,0.8,0.9090909090909091,0.7454545454545455,0.036363636363636376,0.018181818181818188,0.036363636363636376,0.036363636363636376,-0.054545454545454564,-0.16363636363636358,90
MUTYH,18,13,5,bayes,1.0,0.9846153846153847,1.0,0.9538461538461538,0.0,1.0,0.9538461538461538,1.0,0.9846153846153847,0.030769230769230882,0.030769230769230882,0.030769230769230882,0.0,0.030769230769230882,-0.01538461538461533,90
MYCN,13,6,7,bayes,0.0,1.0,1.0,1.0,0.0,0.9761904761904763,1.0,0.9761904761904763,0.7619047619047619,0.0,0.0,0.0,0.0,-0.23809523809523814,-0.2142857142857144,90
MYOC,47,27,20,bayes,0.0,0.9648148148148148,1.0,0.9648148148148148,0.0,0.9314814814814815,0.9648148148148148,0.9314814814814815,0.6259259259259259,0.0,0.0,0.0,0.0,-0.3388888888888889,-0.3055555555555556,90
NAGLU,80,68,12,bayes,0.078,0.9338235294117647,0.897,0.9424019607843137,0.177,0.9178921568627452,0.9313725490196079,0.9142156862745099,0.6605392156862746,0.002450980392156854,-0.008578431372548989,0.002450980392156854,0.003676470588235281,-0.27083333333333326,-0.2536764705882353,90
NARS1,13,7,6,bayes,0.28200000000000003,0.8809523809523809,0.5,0.8571428571428572,0.28500000000000003,0.8333333333333334,0.8333333333333333,0.7857142857142857,0.7857142857142857,0.04761904761904767,0.023809523809523725,0.04761904761904767,0.04761904761904767,-0.04761904761904756,0.0,90
NEU1,24,17,7,bayes,0.07100000000000001,0.8235294117647058,0.649,0.8235294117647058,0.23900000000000002,0.8739495798319328,0.8151260504201681,0.8403361344537814,0.4789915966386554,0.008403361344537785,0.0,0.008403361344537785,0.03361344537815136,-0.33613445378151263,-0.361344537815126,90
NGLY1,12,6,6,bayes,0.0,0.8611111111111112,0.0,0.888888888888889,0.0,0.8611111111111112,0.8611111111111112,0.8611111111111112,0.7500000000000001,0.0,-0.02777777777777779,0.0,0.0,-0.11111111111111105,-0.11111111111111105,90
NOD2,39,9,30,bayes,0.129,0.9185185185185185,1.0,0.9111111111111112,0.323,0.8851851851851852,0.9111111111111112,0.8555555555555555,0.7333333333333334,0.007407407407407307,0.007407407407407307,0.007407407407407307,0.029629629629629672,-0.1777777777777778,-0.12222222222222212,90
NR0B1,29,8,21,bayes,0.0,0.9821428571428572,0.303,1.0,0.0,0.9821428571428572,0.9821428571428572,0.9821428571428572,0.5178571428571429,0.0,-0.017857142857142794,0.0,0.0,-0.4642857142857143,-0.4642857142857143,90
NR2F1,47,42,5,bayes,0.132,0.9809523809523809,0.326,0.9761904761904762,0.5,1.0,0.9714285714285714,0.9857142857142858,0.9333333333333335,0.00952380952380949,0.004761904761904745,0.00952380952380949,0.014285714285714235,-0.03809523809523796,-0.052380952380952306,90
NTRK1,45,25,20,bayes,0.165,0.9480000000000001,0.0,0.976,0.135,0.978,0.942,0.976,0.9079999999999999,0.006000000000000116,-0.027999999999999914,0.006000000000000116,0.0020000000000000018,-0.03400000000000003,-0.06800000000000006,90
NUP107,10,5,5,bayes,0.0,0.8400000000000001,1.0,0.8400000000000001,0.5,0.88,0.8400000000000001,0.8400000000000001,0.76,0.0,0.0,0.0,0.039999999999999925,-0.08000000000000007,-0.08000000000000007,90
OCA2,64,40,24,bayes,0.366,0.9875,1.0,0.9822916666666667,0.541,0.9718749999999999,0.9822916666666667,0.9572916666666667,0.81875,0.00520833333333337,0.00520833333333337,0.00520833333333337,0.014583333333333282,-0.1635416666666667,-0.13854166666666667,90
OCRL,54,20,34,bayes,0.5,0.9985294117647059,0.5,0.9911764705882353,0.5,1.0,0.986764705882353,0.9985294117647059,0.9764705882352942,0.0117647058823529,0.007352941176470562,0.0117647058823529,0.0014705882352941124,-0.010294117647058787,-0.022058823529411686,90
OFD1,27,8,19,bayes,0.718,0.9078947368421053,0.263,0.9671052631578947,0.379,0.9605263157894737,0.9078947368421052,0.9473684210526316,0.7631578947368421,1.1102230246251565e-16,-0.05921052631578938,1.1102230246251565e-16,0.013157894736842035,-0.14473684210526305,-0.1842105263157895,90
OPA1,91,42,49,bayes,0.601,0.9480077745383868,1.0,0.9275996112730805,0.5,0.9470359572400389,0.9275996112730805,0.9183673469387754,0.9101068999028183,0.020408163265306256,0.020408163265306256,0.020408163265306256,0.028668610301263442,-0.017492711370262204,-0.008260447035957075,90
OPHN1,17,8,9,bayes,0.558,0.9027777777777779,0.892,0.875,0.0,0.888888888888889,0.861111111111111,0.888888888888889,0.875,0.04166666666666685,0.0277777777777779,0.04166666666666685,0.0,0.01388888888888895,-0.01388888888888895,90
OTC,124,110,14,bayes,0.373,0.8818181818181818,0.536,0.8818181818181818,0.201,0.8831168831168831,0.8720779220779221,0.8785714285714286,0.8266233766233766,0.009740259740259716,0.0,0.009740259740259716,0.004545454545454519,-0.045454545454545525,-0.051948051948051965,90
PADI6,12,7,5,bayes,0.5630000000000001,0.8857142857142857,1.0,0.6857142857142857,0.466,0.942857142857143,0.6857142857142857,0.9142857142857143,0.5142857142857142,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.028571428571428692,-0.17142857142857149,-0.4,90
PAFAH1B1,47,35,12,bayes,0.975,0.9452380952380952,0.0,0.9428571428571428,1.0,0.9428571428571428,0.9119047619047619,0.9023809523809524,0.9428571428571428,0.033333333333333326,0.0023809523809523725,0.033333333333333326,0.04047619047619044,0.030952380952380953,0.04047619047619044,90
PANK2,40,35,5,bayes,0.308,0.84,0.244,0.8571428571428571,0.0,0.9771428571428571,0.8057142857142857,0.9771428571428571,0.8,0.03428571428571425,-0.017142857142857126,0.03428571428571425,0.0,-0.005714285714285672,-0.17714285714285705,90
PAX3,41,36,5,bayes,0.5,0.9388888888888889,0.5,0.9166666666666666,0.343,0.9500000000000001,0.9111111111111112,0.8944444444444445,0.9222222222222223,0.02777777777777768,0.022222222222222254,0.02777777777777768,0.05555555555555558,0.011111111111111072,0.02777777777777779,90
PAX8,10,5,5,bayes,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,90
PCCA,27,20,7,bayes,0.0,0.907142857142857,1.0,0.907142857142857,0.519,0.8285714285714286,0.907142857142857,0.8142857142857143,0.7928571428571428,0.0,0.0,0.0,0.014285714285714346,-0.11428571428571421,-0.021428571428571463,90
PCCB,47,42,5,bayes,0.223,0.8904761904761904,0.738,0.8904761904761904,0.9540000000000001,0.8333333333333333,0.8809523809523809,0.8238095238095238,0.8285714285714285,0.00952380952380949,0.0,0.00952380952380949,0.00952380952380949,-0.05238095238095242,0.004761904761904745,90
PCSK9,19,6,13,bayes,0.082,0.8205128205128205,0.297,0.8076923076923077,0.332,0.7307692307692308,0.7948717948717949,0.717948717948718,0.5384615384615384,0.02564102564102555,0.012820512820512775,0.02564102564102555,0.012820512820512886,-0.2564102564102565,-0.17948717948717952,90
PCYT1A,20,6,14,bayes,1.0,0.9642857142857143,0.968,0.7380952380952381,0.0,1.0,0.7261904761904762,1.0,0.9642857142857143,0.23809523809523814,0.22619047619047616,0.23809523809523814,0.0,0.23809523809523814,-0.0357142857142857,90
PDE4D,22,13,9,bayes,1.0,0.7948717948717949,0.5750000000000001,0.6324786324786326,0.0,0.9829059829059829,0.5982905982905984,0.9829059829059829,0.7948717948717949,0.19658119658119655,0.16239316239316237,0.19658119658119655,0.0,0.19658119658119655,-0.18803418803418792,90
PDE6B,26,17,9,bayes,0.485,0.8235294117647058,1.0,0.803921568627451,0.0,0.9215686274509804,0.803921568627451,0.9215686274509804,0.7450980392156863,0.019607843137254832,0.019607843137254832,0.019607843137254832,0.0,-0.05882352941176472,-0.17647058823529416,90
PDE6C,16,11,5,bayes,0.662,0.8909090909090909,1.0,0.7454545454545455,0.605,0.9454545454545454,0.7454545454545455,0.8545454545454546,0.8727272727272728,0.1454545454545454,0.1454545454545454,0.1454545454545454,0.09090909090909083,0.12727272727272732,0.018181818181818188,90
PDHA1,63,53,10,bayes,0.704,0.9962264150943396,0.667,0.9849056603773585,0.5,0.9962264150943396,0.9735849056603774,0.9679245283018868,0.9830188679245283,0.02264150943396226,0.01132075471698113,0.02264150943396226,0.028301886792452824,0.009433962264150941,0.015094339622641506,90
PEX6,24,17,7,bayes,0.149,0.8823529411764706,1.0,0.8739495798319328,0.273,0.8907563025210083,0.8739495798319328,0.8739495798319328,0.8067226890756303,0.008403361344537785,0.008403361344537785,0.008403361344537785,0.01680672268907557,-0.0672268907563025,-0.0672268907563025,90
PHEX,139,117,22,bayes,0.5,0.9743589743589745,0.5,0.9755244755244756,0.717,0.9731934731934732,0.9654234654234655,0.9452214452214452,0.9463869463869464,0.008935508935508985,-0.0011655011655011815,0.008935508935508985,0.027972027972027913,-0.01903651903651904,0.0011655011655011815,90
PIGA,27,13,14,bayes,0.438,0.9725274725274725,0.5,1.0,0.0,0.9560439560439561,0.9505494505494505,0.9560439560439561,0.9340659340659341,0.02197802197802201,-0.027472527472527486,0.02197802197802201,0.0,-0.016483516483516425,-0.02197802197802201,90
PIGN,18,8,10,bayes,0.0,0.8625,0.0,0.9,0.0,0.925,0.8625,0.925,0.7125,0.0,-0.03749999999999998,0.0,0.0,-0.15000000000000002,-0.21250000000000002,90
PIK3R2,40,9,31,bayes,0.078,0.903225806451613,0.551,0.9247311827956989,0.0,0.9175627240143369,0.8996415770609318,0.9175627240143369,0.49462365591397844,0.0035842293906811484,-0.02150537634408589,0.0035842293906811484,0.0,-0.4050179211469534,-0.4229390681003585,90
PKD2,16,7,9,bayes,0.293,0.9523809523809523,0.0,0.9365079365079365,0.0,0.9365079365079365,0.9365079365079365,0.9365079365079365,0.5873015873015872,0.015873015873015817,0.015873015873015817,0.015873015873015817,0.0,-0.3492063492063493,-0.3492063492063493,90
PKP2,17,10,7,bayes,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9428571428571428,0.0,0.0,0.0,0.0,-0.05714285714285716,-0.05714285714285716,90
