gene,model,fold,raw_calm_weight,training_sd_plm,training_sd_calm,standardized_equivalent_calm_weight
KRT10,ESM-1b 650M + CaLM,4,0.06,5.532168779398641,4.32736733659517,0.04755452633546656
KRT10,ESM-1b 650M + CaLM,5,0.28,5.015596324779201,3.9685564221350713,0.23530193966506294
KRT14,ESM-2 650M + CaLM,1,0.37,2.5190487476424104,2.722698581662709,0.38829740641381955
KRT14,ESM-2 650M + CaLM,2,0.92,2.7553706602298007,2.8943088539228916,0.9235467095765082
KRT14,ESM-2 650M + CaLM,3,0.37,2.8673445593879867,2.873130563275402,0.37047002069261914
KRT14,ESM-2 650M + CaLM,4,0.37,3.013569385626322,3.0591072389976297,0.3735027749472045
KRT14,ESM-2 650M + CaLM,5,0.13,3.0322974989515976,2.723656247985682,0.11833379212110082
KRT14,ESM-1b 650M + CaLM,1,0.68,3.1988784767001794,2.8464802202904846,0.6540873798531371
KRT14,ESM-1b 650M + CaLM,2,0.0,3.348525452283457,2.9253123134190235,0.0
KRT14,ESM-1b 650M + CaLM,3,0.68,3.349850050071283,2.7689743860934706,0.6372234300317526
KRT14,ESM-1b 650M + CaLM,4,0.68,3.5604081576996522,2.848778204727684,0.629666605443561
KRT14,ESM-1b 650M + CaLM,5,0.68,2.883638495181348,2.8899289006582505,0.6804739723196811
KRT16,ESM-2 650M + CaLM,1,0.4,3.3320926796751817,2.9466760527144844,0.3708929693046223
KRT16,ESM-2 650M + CaLM,2,0.4,3.3480433947662576,3.207200756960264,0.38973109093410335
KRT16,ESM-2 650M + CaLM,3,0.4,3.2106598998137232,3.113969836342618,0.39268419508050945
KRT16,ESM-2 650M + CaLM,4,0.02,3.653231494213996,3.109024070493449,0.01707154082451824
KRT16,ESM-2 650M + CaLM,5,0.21,3.396524422542474,2.8862192790336003,0.1842625877084029
KRT16,ESM-1b 650M + CaLM,1,0.03,3.5055878269931466,2.9376280540254625,0.02526231988336511
KRT16,ESM-1b 650M + CaLM,2,0.0,4.222864323288868,3.1390035900737825,0.0
KRT16,ESM-1b 650M + CaLM,3,0.03,3.9671081561434383,3.1706369909860004,0.024122228521825342
KRT16,ESM-1b 650M + CaLM,4,0.03,3.9359693228270216,3.166036664951725,0.024274015580979084
KRT16,ESM-1b 650M + CaLM,5,0.0,4.262916146073083,2.9882620808124996,0.0
KRT17,ESM-2 650M + CaLM,1,0.0,3.406230182381943,3.0117935178366695,0.0
KRT17,ESM-2 650M + CaLM,2,0.07,4.040952654898248,3.4220123665880786,0.0599207668862246
KRT17,ESM-2 650M + CaLM,3,0.13,4.089279534220231,3.5823234063714504,0.11574909505733777
KRT17,ESM-2 650M + CaLM,4,0.13,3.891418059429108,3.638481611254477,0.12258601969570082
KRT17,ESM-2 650M + CaLM,5,0.13,4.21797765027196,3.608882198793072,0.11335537480323171
KRT17,ESM-1b 650M + CaLM,1,0.31,3.5178403294179614,3.5308122409805365,0.31078784807043536
KRT17,ESM-1b 650M + CaLM,2,0.31,3.7436295913749906,3.591755400983466,0.30121183219613434
KRT17,ESM-1b 650M + CaLM,3,0.2,3.6854301136095926,3.4611239579710635,0.19014192944546127
KRT17,ESM-1b 650M + CaLM,4,0.31,3.660071122853759,3.473554234161683,0.2989247129811987
KRT17,ESM-1b 650M + CaLM,5,0.23,3.8627360116674074,3.230857143609534,0.19989680126619694
KRT5,ESM-2 650M + CaLM,1,0.22,3.2325557669500875,2.5752927792501623,0.18347543198803903
KRT5,ESM-2 650M + CaLM,2,0.03,3.38681363590838,2.644387266935945,0.02357873530641286
KRT5,ESM-2 650M + CaLM,3,0.22,3.41563413463101,2.4969282996790167,0.1709416534987588
KRT5,ESM-2 650M + CaLM,4,0.24,3.2268030384091806,2.3423383111433513,0.18648376835789354
KRT5,ESM-2 650M + CaLM,5,0.54,3.4829591868588508,2.4232920301913143,0.4495689002873579
KRT5,ESM-1b 650M + CaLM,1,0.21,3.700422563439555,2.5135848729673596,0.15294821088905303
KRT5,ESM-1b 650M + CaLM,2,0.42,3.907127297214118,2.539269294067938,0.32001574854427817
KRT5,ESM-1b 650M + CaLM,3,0.36,4.01608128719471,2.4509733738455366,0.25555800530450967
KRT5,ESM-1b 650M + CaLM,4,0.3,3.51784051297542,2.4942826544634102,0.23305439534881023
KRT5,ESM-1b 650M + CaLM,5,0.5700000000000001,3.862750876813385,2.467958969630222,0.4585610312167397
KRT6A,ESM-2 650M + CaLM,1,0.0,4.162585875602046,2.805378685712878,0.0
KRT6A,ESM-2 650M + CaLM,2,0.23,4.247584774944712,3.320445886339827,0.18930036090936134
KRT6A,ESM-2 650M + CaLM,3,0.23,3.9436576469962143,3.4974890663128892,0.2094283634603599
KRT6A,ESM-2 650M + CaLM,4,0.23,4.286464420547111,3.16363356291959,0.18063485249502986
KRT6A,ESM-2 650M + CaLM,5,0.18,3.670727823385128,3.1175199330869505,0.1571352434396459
KRT6A,ESM-1b 650M + CaLM,1,0.23,4.354354100326178,3.0426043956733215,0.1726768220635179
KRT6A,ESM-1b 650M + CaLM,2,0.46,5.078766511262153,3.123993846346713,0.3438240766711585
KRT6A,ESM-1b 650M + CaLM,3,0.12,4.3820362929575865,3.108298464118441,0.0881956151948569
KRT6A,ESM-1b 650M + CaLM,4,0.37,4.9904785458318885,3.3731557802281853,0.2841639336398672
KRT6A,ESM-1b 650M + CaLM,5,0.37,5.0729883802605515,3.3013569926551742,0.276515291337244
KRT9,ESM-2 650M + CaLM,1,0.47,3.0085735552974593,2.779242727892619,0.4503066243384325
KRT9,ESM-2 650M + CaLM,2,0.0,3.0832600875474436,2.8490486133280406,0.0
KRT9,ESM-2 650M + CaLM,3,0.0,2.5532867997095745,2.3346055316243177,0.0
KRT9,ESM-2 650M + CaLM,4,0.0,2.911847877564699,2.871296360479,0.0
KRT9,ESM-2 650M + CaLM,5,0.47,3.0136470216015487,2.985978538628753,0.4677030858091338
KRT9,ESM-1b 650M + CaLM,1,0.0,3.5712854505111515,2.7206572386055785,0.0
KRT9,ESM-1b 650M + CaLM,2,0.0,4.00843368445983,2.647420896145585,0.0
KRT9,ESM-1b 650M + CaLM,3,0.6,3.647322134550749,2.759868635192915,0.5316214785761738
KRT9,ESM-1b 650M + CaLM,4,0.0,4.37261332649227,3.024750241918793,0.0
KRT9,ESM-1b 650M + CaLM,5,0.0,3.8904300041080355,2.684476525839864,0.0
LAMP2,ESM-2 650M + CaLM,1,0.0,2.6447190861452023,2.2974461916891915,0.0
LAMP2,ESM-2 650M + CaLM,2,0.25,2.4624572221416545,2.2057837086227505,0.22993307440428898
LAMP2,ESM-2 650M + CaLM,3,0.25,2.5583780429364302,2.5285542110706616,0.24780786386703874
LAMP2,ESM-2 650M + CaLM,4,0.25,2.2257744573082534,2.0366663303385146,0.23372374766629958
LAMP2,ESM-2 650M + CaLM,5,0.25,2.0322803820614026,2.615712251930185,0.30022338256156783
LAMP2,ESM-1b 650M + CaLM,1,0.16,2.0842833508720204,2.1529354552400735,0.1644036582446242
LAMP2,ESM-1b 650M + CaLM,2,0.0,2.6072380898225243,2.524137686589102,0.0
LAMP2,ESM-1b 650M + CaLM,3,0.0,2.732508885105048,2.6027919492426665,0.0
LAMP2,ESM-1b 650M + CaLM,4,0.0,2.718314787053658,2.338402818380754,0.0
LAMP2,ESM-1b 650M + CaLM,5,0.0,2.1898726915826816,2.144917176656291,0.0
LARS2,ESM-2 650M + CaLM,1,0.11,2.8051701450798987,2.111287638867523,0.08510626458515475
LARS2,ESM-2 650M + CaLM,2,0.11,2.9581711233579244,2.333469352504032,0.08883395794547568
LARS2,ESM-2 650M + CaLM,3,0.11,2.7590208835687076,2.4291996755935643,0.0981408104593122
LARS2,ESM-2 650M + CaLM,4,0.54,2.7252039952615634,2.2580267399507115,0.49307311122604786
LARS2,ESM-2 650M + CaLM,5,0.11,2.7414176527580665,2.2208683331835464,0.091013862428685
LARS2,ESM-1b 650M + CaLM,1,0.0,3.7321112401782868,2.3829607223416662,0.0
LARS2,ESM-1b 650M + CaLM,2,0.11,4.131565702461703,2.163017100752416,0.060774033225988906
LARS2,ESM-1b 650M + CaLM,3,0.0,3.8499591355469507,2.2745640254919444,0.0
LARS2,ESM-1b 650M + CaLM,4,0.11,4.221244120223456,2.329104176322641,0.0638411458205565
LARS2,ESM-1b 650M + CaLM,5,0.11,3.746130134326941,2.2384666916199802,0.06877418636408979
LBR,ESM-2 650M + CaLM,1,0.0,4.17258741927446,3.5907573471332577,0.0
LBR,ESM-2 650M + CaLM,2,0.0,4.206899816271541,4.164516577327147,0.0
LBR,ESM-2 650M + CaLM,3,0.0,4.344171482288751,3.923646247851337,0.0
LBR,ESM-2 650M + CaLM,4,0.0,3.4636706924059637,3.6781254839160167,0.0
LBR,ESM-2 650M + CaLM,5,0.0,4.255153184311916,3.382005782808965,0.0
LBR,ESM-1b 650M + CaLM,1,0.0,4.891299215640161,3.951201810195825,0.0
LBR,ESM-1b 650M + CaLM,2,0.0,4.95796188363512,3.76433121121955,0.0
LBR,ESM-1b 650M + CaLM,3,0.0,4.5121238154849355,3.437553694897419,0.0
LBR,ESM-1b 650M + CaLM,4,0.0,4.837990733662492,3.3981705050987654,0.0
LBR,ESM-1b 650M + CaLM,5,0.0,5.1487774053125595,4.0992152036189005,0.0
LCAT,ESM-2 650M + CaLM,1,0.0,4.181451057224914,1.836473201008366,0.0
LCAT,ESM-2 650M + CaLM,2,0.0,4.17385976197236,1.7848274528430286,0.0
LCAT,ESM-2 650M + CaLM,3,0.0,3.2595719054149277,1.9579472996613996,0.0
LCAT,ESM-2 650M + CaLM,4,0.0,3.5647817146946235,1.4278954523809784,0.0
LCAT,ESM-2 650M + CaLM,5,0.0,4.00719996699985,1.960382036143537,0.0
LCAT,ESM-1b 650M + CaLM,1,0.0,3.4719191083337875,1.8535313490693395,0.0
LCAT,ESM-1b 650M + CaLM,2,0.0,3.401912975270076,1.6427903019964736,0.0
LCAT,ESM-1b 650M + CaLM,3,0.0,3.830499628123642,2.0059522960874263,0.0
LCAT,ESM-1b 650M + CaLM,4,0.0,3.984369799304772,1.6771618941192679,0.0
LCAT,ESM-1b 650M + CaLM,5,0.0,3.9635727835427375,1.8308163376408861,0.0
LDLR,ESM-2 650M + CaLM,1,0.42,3.169221026542145,2.836611434085687,0.39325531336310904
LDLR,ESM-2 650M + CaLM,2,0.12,3.1168555368607107,2.80957100349386,0.109464466636455
LDLR,ESM-2 650M + CaLM,3,0.11,3.1645815185765707,2.8662847098695474,0.10067515554684844
LDLR,ESM-2 650M + CaLM,4,0.22,3.177366735266281,2.8881806609730742,0.20406281901178375
LDLR,ESM-2 650M + CaLM,5,0.43,3.157276034135955,2.7923118304469168,0.40018581767640615
LDLR,ESM-1b 650M + CaLM,1,0.41,3.5261829103197777,2.8849581470603294,0.36246738427838054
LDLR,ESM-1b 650M + CaLM,2,0.55,3.460394428842037,2.826503607133957,0.49958214745499
LDLR,ESM-1b 650M + CaLM,3,0.56,3.518217237405596,2.804398919518794,0.5035991601387131
LDLR,ESM-1b 650M + CaLM,4,0.44,3.417512688551599,2.8064904591831143,0.3921841868332156
LDLR,ESM-1b 650M + CaLM,5,0.44,3.4305745738744644,2.871079744519234,0.3967078060643628
LHCGR,ESM-2 650M + CaLM,1,0.67,2.7081039876040274,2.9323641694051212,0.6873469946132973
LHCGR,ESM-2 650M + CaLM,2,0.67,2.7969788691882425,2.4121091681536604,0.6364864916693954
LHCGR,ESM-2 650M + CaLM,3,0.61,2.4334552160221303,2.8340883756769184,0.6455923346082989
LHCGR,ESM-2 650M + CaLM,4,0.67,2.7473967472622087,2.441899982062347,0.6434357316415239
LHCGR,ESM-2 650M + CaLM,5,0.0,2.8347833154862028,2.4936806903129085,0.0
LHCGR,ESM-1b 650M + CaLM,1,0.89,3.2886420201219533,2.8793491480631577,0.876297987776802
LHCGR,ESM-1b 650M + CaLM,2,0.66,4.254072746440373,2.238479125499651,0.505303319485995
LHCGR,ESM-1b 650M + CaLM,3,0.89,3.947589844894549,2.8129216548747085,0.8521871918629215
LHCGR,ESM-1b 650M + CaLM,4,0.59,3.8951032156662095,2.375472867689395,0.4674067138007194
LHCGR,ESM-1b 650M + CaLM,5,0.89,3.9776391431658027,2.700974816898101,0.8460128491728122
LIG4,ESM-2 650M + CaLM,1,0.0,3.9253011885752698,2.8229290012771733,0.0
LIG4,ESM-2 650M + CaLM,2,0.0,3.8810099038578927,2.7996510185202075,0.0
LIG4,ESM-2 650M + CaLM,3,0.0,3.984756239179726,2.8427193504173456,0.0
LIG4,ESM-2 650M + CaLM,4,0.0,4.052826472827651,3.0317479435973436,0.0
LIG4,ESM-2 650M + CaLM,5,0.0,4.144363827490719,2.9342515122209893,0.0
LIG4,ESM-1b 650M + CaLM,1,0.0,5.353237516406036,2.7309821909233003,0.0
LIG4,ESM-1b 650M + CaLM,2,0.0,5.127758517058087,2.9724597450272183,0.0
LIG4,ESM-1b 650M + CaLM,3,0.0,4.941854743268396,2.8625991304114176,0.0
LIG4,ESM-1b 650M + CaLM,4,0.0,5.1120029346394595,2.8796047724302936,0.0
LIG4,ESM-1b 650M + CaLM,5,0.0,5.237574771111905,3.001004330053107,0.0
LITAF,ESM-2 650M + CaLM,1,0.37,2.0361430206158,2.916245115195786,0.45686318333517234
LITAF,ESM-2 650M + CaLM,2,0.37,4.20295388569371,1.6230596161062054,0.18487050577316055
LITAF,ESM-2 650M + CaLM,3,0.15,4.249481356647838,2.7408807289586474,0.10219054539527088
LITAF,ESM-2 650M + CaLM,4,0.0,4.25550104696761,2.528126937380463,0.0
LITAF,ESM-2 650M + CaLM,5,0.37,4.233766188195851,2.8018558582305864,0.27988608002318255
LITAF,ESM-1b 650M + CaLM,1,0.0,5.6853732117352545,2.958942699680692,0.0
LITAF,ESM-1b 650M + CaLM,2,0.37,5.5877147127114,2.420066139045347,0.20278269941764912
LITAF,ESM-1b 650M + CaLM,3,0.37,3.881202800722113,2.749772266775241,0.2938322429192648
LITAF,ESM-1b 650M + CaLM,4,0.37,5.119627739108749,2.194144781272806,0.20108831892616397
LITAF,ESM-1b 650M + CaLM,5,0.37,5.039008784570614,2.4730396737666154,0.22374428587340556
LMX1B,ESM-2 650M + CaLM,1,0.33,3.0412786463680135,2.263659912563852,0.2682577311364824
LMX1B,ESM-2 650M + CaLM,2,0.0,3.374423501229959,2.7746417647759425,0.0
LMX1B,ESM-2 650M + CaLM,3,0.33,2.9647427870007967,2.5474210671135356,0.29736152690156975
LMX1B,ESM-2 650M + CaLM,4,0.33,2.986684525863349,2.4047777996080173,0.28396227331160956
LMX1B,ESM-2 650M + CaLM,5,0.33,3.1678551593138207,2.7329008676152635,0.2982016499028353
LMX1B,ESM-1b 650M + CaLM,1,0.5,3.5765402948553118,2.748550040197657,0.43454715974023156
LMX1B,ESM-1b 650M + CaLM,2,0.5,3.291702770591549,2.315408435755395,0.41294141502570497
LMX1B,ESM-1b 650M + CaLM,3,0.07,3.4582785520059134,2.3975840824702774,0.04959497663772134
LMX1B,ESM-1b 650M + CaLM,4,0.5,2.9515609839225863,2.5430553283606336,0.46282673508532907
LMX1B,ESM-1b 650M + CaLM,5,0.37,3.5942860581012193,2.7237440741711376,0.30798538164696626
LPAR6,ESM-2 650M + CaLM,1,0.02,3.0990022764261997,2.755363156477031,0.017821783737060906
LPAR6,ESM-2 650M + CaLM,2,0.8,4.1476755074402805,3.257648970276532,0.7585510547815808
LPAR6,ESM-2 650M + CaLM,3,0.02,3.7327212117814024,3.0454587649127176,0.016377942720467335
LPAR6,ESM-2 650M + CaLM,4,0.0,3.546226466887074,2.856792607759835,0.0
LPAR6,ESM-2 650M + CaLM,5,0.02,3.350467516101188,2.1664382375409694,0.013024207938654123
LPAR6,ESM-1b 650M + CaLM,1,0.95,4.105952247165201,2.7279362323602245,0.9265965052920245
LPAR6,ESM-1b 650M + CaLM,2,0.0,5.27735443455277,3.1788174203464745,0.0
LPAR6,ESM-1b 650M + CaLM,3,0.77,5.1351411180162865,3.0480172156708822,0.6652313474752275
LPAR6,ESM-1b 650M + CaLM,4,0.77,4.8684957586620845,3.022484362367972,0.6751574512920382
LPAR6,ESM-1b 650M + CaLM,5,0.77,4.731798044645328,2.061596269398632,0.5932667369936607
LSS,ESM-2 650M + CaLM,1,0.8,4.032539230658108,3.0944179149876105,0.7542664590029186
LSS,ESM-2 650M + CaLM,2,0.0,4.078584857015877,3.258676031040015,0.0
LSS,ESM-2 650M + CaLM,3,0.42,3.6637952999647516,3.148229485376805,0.3835676108665468
LSS,ESM-2 650M + CaLM,4,0.42,3.3880998894842658,2.4899215877845178,0.3473311044856747
LSS,ESM-2 650M + CaLM,5,0.42,3.9089024298417745,3.2715373767400346,0.37735973344290574
LSS,ESM-1b 650M + CaLM,1,0.9,3.9386157449631547,3.3605090029658853,0.8847791863565857
LSS,ESM-1b 650M + CaLM,2,0.34,3.7180548278657914,3.122881774671318,0.3020112678897445
LSS,ESM-1b 650M + CaLM,3,0.0,3.6790201995806466,2.926305232747533,0.0
LSS,ESM-1b 650M + CaLM,4,0.34,3.2904532820244428,2.8179197797654965,0.30612026563071554
LSS,ESM-1b 650M + CaLM,5,0.34,3.6823247094274834,3.0924419592971217,0.30198201047160006
LZTR1,ESM-2 650M + CaLM,1,0.0,3.175409861683701,2.2770897121481166,0.0
LZTR1,ESM-2 650M + CaLM,2,0.0,3.514099428767171,2.7376386911374797,0.0
LZTR1,ESM-2 650M + CaLM,3,0.0,3.0627911184289527,2.656737977746379,0.0
LZTR1,ESM-2 650M + CaLM,4,0.0,3.1822461952889887,2.437110385220534,0.0
LZTR1,ESM-2 650M + CaLM,5,0.0,3.2593026341502003,2.403007048438744,0.0
LZTR1,ESM-1b 650M + CaLM,1,0.0,5.000331103406468,2.3242318708074623,0.0
LZTR1,ESM-1b 650M + CaLM,2,0.0,3.987955732771646,2.315736128390401,0.0
LZTR1,ESM-1b 650M + CaLM,3,0.0,4.4004281562575995,2.615828359336768,0.0
LZTR1,ESM-1b 650M + CaLM,4,0.0,4.767989842969725,2.7163754985221313,0.0
LZTR1,ESM-1b 650M + CaLM,5,0.0,5.0099617048582195,2.535962917212336,0.0
MAF,ESM-2 650M + CaLM,1,0.0,2.732637853541269,2.238046154319886,0.0
MAF,ESM-2 650M + CaLM,2,0.0,2.5871621198755714,1.9377547468832503,0.0
MAF,ESM-2 650M + CaLM,3,0.0,2.8210282636613946,2.038831180327276,0.0
MAF,ESM-2 650M + CaLM,4,0.0,2.5662241675435244,1.9307968227330639,0.0
MAF,ESM-2 650M + CaLM,5,0.0,2.7549101377363203,2.28109609576255,0.0
MAF,ESM-1b 650M + CaLM,1,0.23,4.26597113958825,1.989313622378149,0.12226097684161426
MAF,ESM-1b 650M + CaLM,2,0.13,4.735824042762135,2.0004980112079953,0.059372371537215134
MAF,ESM-1b 650M + CaLM,3,0.0,5.119809242668944,2.2542693340597353,0.0
MAF,ESM-1b 650M + CaLM,4,0.23,4.855825860751121,2.01864294190918,0.11045863293703176
MAF,ESM-1b 650M + CaLM,5,0.23,4.99327035751847,2.2474378232656314,0.11851050677553208
MAK,ESM-2 650M + CaLM,1,0.5,3.8174018587474188,2.479137508480116,0.3937301688898547
MAK,ESM-2 650M + CaLM,2,0.5,4.063976458472392,2.6178530166776133,0.3917868641235929
MAK,ESM-2 650M + CaLM,3,0.5,3.4357349859402677,2.8749963157118175,0.45557260771967467
MAK,ESM-2 650M + CaLM,4,0.5,4.242096865324426,2.8689602668828895,0.4034506000365021
MAK,ESM-2 650M + CaLM,5,0.0,4.272691233299027,3.0262951748329967,0.0
MAK,ESM-1b 650M + CaLM,1,0.68,4.68733334513897,2.727231275669512,0.5528505602646004
MAK,ESM-1b 650M + CaLM,2,0.0,4.672739659051538,3.0806756800896036,0.0
MAK,ESM-1b 650M + CaLM,3,0.68,4.2158133908183775,2.116930133172319,0.5162183691754676
MAK,ESM-1b 650M + CaLM,4,0.68,4.630506415210318,3.005251037219453,0.5796816486527248
MAK,ESM-1b 650M + CaLM,5,0.68,4.120728050260729,2.8417730753601633,0.5943964034217206
MAN1B1,ESM-2 650M + CaLM,1,0.0,4.12227248047675,3.8105704579756123,0.0
MAN1B1,ESM-2 650M + CaLM,2,0.0,3.451518431112689,3.4652951434750188,0.0
MAN1B1,ESM-2 650M + CaLM,3,0.0,4.408425396122682,3.60715022330405,0.0
MAN1B1,ESM-2 650M + CaLM,4,0.0,4.530031184558702,3.4949665908309284,0.0
MAN1B1,ESM-2 650M + CaLM,5,0.0,3.932700415783139,3.5229939338066476,0.0
MAN1B1,ESM-1b 650M + CaLM,1,0.0,5.324133056989243,3.629878913917307,0.0
MAN1B1,ESM-1b 650M + CaLM,2,0.0,5.142150096225587,3.7753952668950475,0.0
MAN1B1,ESM-1b 650M + CaLM,3,0.0,5.21427038204571,3.616954361446714,0.0
MAN1B1,ESM-1b 650M + CaLM,4,0.0,5.729317400459011,3.4364552520334564,0.0
MAN1B1,ESM-1b 650M + CaLM,5,0.0,5.322507255615534,3.444974812485488,0.0
MAN2B1,ESM-2 650M + CaLM,1,0.0,4.3559181415545645,2.685489700123757,0.0
MAN2B1,ESM-2 650M + CaLM,2,0.0,4.261494746186267,2.564235883332982,0.0
MAN2B1,ESM-2 650M + CaLM,3,0.0,4.227278295889242,2.718966281243901,0.0
MAN2B1,ESM-2 650M + CaLM,4,0.0,3.9645967987322424,1.2699760423227684,0.0
MAN2B1,ESM-2 650M + CaLM,5,0.0,3.6984820497376836,2.7009205135481906,0.0
MAN2B1,ESM-1b 650M + CaLM,1,0.0,4.2177866067814325,2.679777043037175,0.0
MAN2B1,ESM-1b 650M + CaLM,2,0.19,4.304163987772312,2.3485105123614733,0.11346644753914534
MAN2B1,ESM-1b 650M + CaLM,3,0.08,4.220611854267358,2.66937436706351,0.052129691010064816
MAN2B1,ESM-1b 650M + CaLM,4,0.0,3.976814739375267,2.670554349789641,0.0
MAN2B1,ESM-1b 650M + CaLM,5,0.19,4.07534533266103,1.9127636624509725,0.09917576124726689
MAP2K2,ESM-2 650M + CaLM,1,0.0,2.5152869031878864,1.883435748540128,0.0
MAP2K2,ESM-2 650M + CaLM,2,0.24,3.4103617962923414,2.750120376457532,0.20296691405159392
MAP2K2,ESM-2 650M + CaLM,3,0.0,3.237553083244759,2.596416938017118,0.0
MAP2K2,ESM-2 650M + CaLM,4,0.0,3.376341319777576,2.65169052219837,0.0
MAP2K2,ESM-2 650M + CaLM,5,0.0,3.3946562208531352,2.631370982182078,0.0
MAP2K2,ESM-1b 650M + CaLM,1,0.0,3.851624410254332,2.627239185998235,0.0
MAP2K2,ESM-1b 650M + CaLM,2,0.0,4.159684610536488,2.7768599524711624,0.0
MAP2K2,ESM-1b 650M + CaLM,3,0.0,3.998088227420418,2.567159554327661,0.0
MAP2K2,ESM-1b 650M + CaLM,4,0.0,3.1018180256545635,2.425260503676711,0.0
MAP2K2,ESM-1b 650M + CaLM,5,0.0,3.697081457414807,2.2439354900060247,0.0
MAP3K7,ESM-2 650M + CaLM,1,0.0,3.678372381286726,2.2794486266548044,0.0
MAP3K7,ESM-2 650M + CaLM,2,0.0,3.847663254933289,2.780031324640091,0.0
MAP3K7,ESM-2 650M + CaLM,3,0.0,3.5200589400922855,2.8287498335440815,0.0
MAP3K7,ESM-2 650M + CaLM,4,0.0,3.963185854584505,2.945549062097679,0.0
MAP3K7,ESM-2 650M + CaLM,5,0.0,3.713938106435379,2.715199757595538,0.0
MAP3K7,ESM-1b 650M + CaLM,1,0.68,3.901385124165102,2.508676705090179,0.5774210810857784
MAP3K7,ESM-1b 650M + CaLM,2,0.49,4.046241781937596,2.7811584756055563,0.39773148408501807
MAP3K7,ESM-1b 650M + CaLM,3,0.0,4.906644462736668,2.9087485688933366,0.0
MAP3K7,ESM-1b 650M + CaLM,4,0.49,4.891392194741833,2.853486001696044,0.35917633018270806
MAP3K7,ESM-1b 650M + CaLM,5,0.0,4.738612719802347,2.5356780670455774,0.0
MAPT,ESM-2 650M + CaLM,1,0.32,2.6168550737556227,2.212194932028746,0.28459945029581696
MAPT,ESM-2 650M + CaLM,2,0.8300000000000001,2.4602940948390644,2.297540032990845,0.8201236380059904
MAPT,ESM-2 650M + CaLM,3,0.21,2.7859051689048266,2.337019356012693,0.18233278598705338
MAPT,ESM-2 650M + CaLM,4,0.9,2.6755276110386923,2.2301540953024643,0.8823784379761446
MAPT,ESM-2 650M + CaLM,5,0.9,2.7074531237101467,2.176985149698139,0.8785912853297102
MAPT,ESM-1b 650M + CaLM,1,0.0,4.509275348367698,2.15757770198264,0.0
MAPT,ESM-1b 650M + CaLM,2,0.0,4.108474086801769,2.3720522088447127,0.0
MAPT,ESM-1b 650M + CaLM,3,0.0,4.456713467419624,2.1561630472474707,0.0
MAPT,ESM-1b 650M + CaLM,4,0.0,4.540064340600769,2.282791967570511,0.0
MAPT,ESM-1b 650M + CaLM,5,0.0,4.231926614790389,2.2712587318740334,0.0
MBTPS2,ESM-2 650M + CaLM,1,0.0,3.218228569384315,0.8015613682614324,0.0
MBTPS2,ESM-2 650M + CaLM,2,0.0,3.1687287080864364,0.8968653536780141,0.0
MBTPS2,ESM-2 650M + CaLM,3,0.0,3.254762661129499,0.8167815142052182,0.0
MBTPS2,ESM-2 650M + CaLM,4,0.0,2.9095300464083316,1.0204464431835547,0.0
MBTPS2,ESM-2 650M + CaLM,5,0.0,2.6344088836483768,1.0134675091015966,0.0
MBTPS2,ESM-1b 650M + CaLM,1,0.0,2.893648176491317,0.8996554872543264,0.0
MBTPS2,ESM-1b 650M + CaLM,2,0.0,3.14851744606894,0.7504807609572004,0.0
MBTPS2,ESM-1b 650M + CaLM,3,0.0,3.259142727941626,0.926574749453176,0.0
MBTPS2,ESM-1b 650M + CaLM,4,0.0,3.315645398080019,0.9904688406427391,0.0
MBTPS2,ESM-1b 650M + CaLM,5,0.0,2.759622342542848,0.9841145286698202,0.0
MCCC1,ESM-2 650M + CaLM,1,0.0,3.21391961498857,3.4552783417469137,0.0
MCCC1,ESM-2 650M + CaLM,2,0.0,3.3188341837038866,3.253083991679134,0.0
MCCC1,ESM-2 650M + CaLM,3,0.0,3.3749278421687587,3.382251996537997,0.0
MCCC1,ESM-2 650M + CaLM,4,0.0,3.337858125277442,3.5385864671963376,0.0
MCCC1,ESM-2 650M + CaLM,5,0.0,3.402176067660431,3.7076802597576815,0.0
MCCC1,ESM-1b 650M + CaLM,1,0.13,4.25001729024656,3.0212590495970786,0.0960236950667461
MCCC1,ESM-1b 650M + CaLM,2,0.0,4.080924455956545,3.5439610026537505,0.0
MCCC1,ESM-1b 650M + CaLM,3,0.0,4.480899720857019,3.6936436091385576,0.0
MCCC1,ESM-1b 650M + CaLM,4,0.0,4.212858849399478,3.385272938333851,0.0
MCCC1,ESM-1b 650M + CaLM,5,0.0,4.272240498085268,3.706801562870291,0.0
MECP2,ESM-2 650M + CaLM,1,0.0,3.377986288691347,1.6420356909121565,0.0
MECP2,ESM-2 650M + CaLM,2,0.13,3.378623329443842,1.6472219359668134,0.06790425163523801
MECP2,ESM-2 650M + CaLM,3,0.18,3.2432812042451,1.5773558816036874,0.09646077526254843
MECP2,ESM-2 650M + CaLM,4,0.14,3.231372348504882,1.6173219388615379,0.075339280231856
MECP2,ESM-2 650M + CaLM,5,0.06,3.2999446085856468,1.5753427904598662,0.02957031093609504
MECP2,ESM-1b 650M + CaLM,1,0.28,4.901766065919295,1.6491946848839092,0.11570262597836418
MECP2,ESM-1b 650M + CaLM,2,0.28,4.704459290024402,1.6046059684060563,0.11710924775126592
MECP2,ESM-1b 650M + CaLM,3,0.04,4.897611469608867,1.5683253790227976,0.01316692304211278
MECP2,ESM-1b 650M + CaLM,4,0.07,4.939935653813556,1.6391092378111944,0.02436623998448703
